Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2022-01-19,4:45pm,NZD,FPI m/m,Non-economic,0.6%,,-0.6%,2022-01-19 16:45:00
2022-01-19,6:50pm,JPY,Trade Balance,Non-economic,-0.44T,-0.73T,-0.47T,2022-01-19 18:50:00
2022-01-19,7:01pm,GBP,RICS House Price Balance,Non-economic,69%,69%,71%,2022-01-19 19:01:00
2022-01-19,7:03pm,AUD,MI Inflation Expectations,Non-economic,4.4%,,4.8%,2022-01-19 19:03:00
2022-01-19,7:30pm,AUD,Employment Change,High,64.8K,60.0K,366.1K,2022-01-19 19:30:00
2022-01-19,7:30pm,AUD,Unemployment Rate,High,4.2%,4.5%,4.6%,2022-01-19 19:30:00
2022-01-19,8:15pm,CNY,1-y Loan Prime Rate,Medium,3.70%,3.70%,3.80%,2022-01-19 20:15:00
2022-01-19,8:15pm,CNY,5-y Loan Prime Rate,Medium,4.60%,4.55%,4.65%,2022-01-19 20:15:00
2022-01-20,2:00am,EUR,German PPI m/m,Non-economic,5.0%,0.8%,0.8%,2022-01-20 02:00:00
2022-01-20,Day 4,All,WEF Annual Meetings,Medium,,,,2022-01-20 00:00:00
2022-01-20,4:48am,EUR,Spanish 10-y Bond Auction,Non-economic,0.43|1.9,,0.39|2.1,2022-01-20 04:48:00
