Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2023-01-10,4:05am,CNY,M2 Money Supply y/y,Non-economic,11.8%,12.4%,12.4%,2023-01-10 04:05:00
2023-01-10,4:05am,CNY,New Loans,Non-economic,1400B,1150B,1210B,2023-01-10 04:05:00
2023-01-10,5:02am,GBP,10-y Bond Auction,Non-economic,3.70|2.8,,3.33|2.2,2023-01-10 05:02:00
2023-01-10,5:10am,CAD,BOC Gov Macklem Speaks,High,,,,2023-01-10 05:10:00
2023-01-10,5:10am,JPY,BOJ Gov Kuroda Speaks,Medium,,,,2023-01-10 05:10:00
2023-01-10,5:59am,USD,NFIB Small Business Index,Non-economic,89.8,91.6,91.9,2023-01-10 05:59:00
2023-01-10,9:00am,USD,Fed Chairman Powell Speaks,High,,,,2023-01-10 09:00:00
2023-01-10,10:00am,USD,Final Wholesale Inventories m/m,Non-economic,1.0%,1.0%,1.0%,2023-01-10 10:00:00
2023-01-10,10:00am,USD,RCM/TIPP Economic Optimism,Non-economic,42.3,41.7,42.9,2023-01-10 10:00:00
2023-01-10,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2023-01-10 16:30:00
2023-01-10,7:00pm,NZD,ANZ Commodity Prices m/m,Non-economic,-0.1%,,-4.0%,2023-01-10 19:00:00
2023-01-10,7:30pm,AUD,CPI y/y,High,7.3%,7.2%,6.9%,2023-01-10 19:30:00
2023-01-10,7:30pm,AUD,Retail Sales m/m,Non-economic,1.4%,0.6%,0.3%,2023-01-10 19:30:00
2023-01-10,10:35pm,JPY,30-y Bond Auction,Non-economic,1.65|3.1,,1.48|3.0,2023-01-10 22:35:00
2023-01-11,12:00am,JPY,Leading Indicators,Non-economic,97.6%,97.5%,98.6%,2023-01-11 00:00:00
2023-01-11,3:57am,EUR,Italian Retail Sales m/m,Non-economic,0.8%,-0.3%,-0.3%,2023-01-11 03:57:00
2023-01-11,5:33am,EUR,German 10-y Bond Auction,Non-economic,2.25|1.4,,1.95|2.0,2023-01-11 05:33:00
2023-01-11,10:30am,USD,Crude Oil Inventories,Non-economic,19.0M,-2.0M,1.7M,2023-01-11 10:30:00
2023-01-11,1:01pm,USD,10-y Bond Auction,Medium,3.58|2.5,,3.63|2.3,2023-01-11 13:01:00
2023-01-11,4:45pm,NZD,Building Consents m/m,Non-economic,7.0%,,-10.7%,2023-01-11 16:45:00
2023-01-11,6:50pm,JPY,Bank Lending y/y,Non-economic,2.7%,2.8%,2.7%,2023-01-11 18:50:00
2023-01-11,6:50pm,JPY,Current Account,Non-economic,1.92T,0.65T,-0.61T,2023-01-11 18:50:00
2023-01-11,7:30pm,AUD,Goods Trade Balance,Non-economic,13.20B,11.35B,12.74B,2023-01-11 19:30:00
2023-01-11,8:30pm,CNY,CPI y/y,Non-economic,1.8%,1.8%,1.6%,2023-01-11 20:30:00
2023-01-11,8:30pm,CNY,PPI y/y,Non-economic,-0.7%,-0.1%,-1.3%,2023-01-11 20:30:00
2023-01-12,12:00am,JPY,Economy Watchers Sentiment,Non-economic,47.9,47.8,48.1,2023-01-12 00:00:00
2023-01-12,4:00am,EUR,ECB Economic Bulletin,Non-economic,,,,2023-01-12 04:00:00
2023-01-12,7:30am,USD,FOMC Member Harker Speaks,Non-economic,,,,2023-01-12 07:30:00
2023-01-12,8:30am,USD,Core CPI m/m,High,0.3%,0.3%,0.2%,2023-01-12 08:30:00
2023-01-12,8:30am,USD,CPI m/m,High,-0.1%,-0.1%,0.1%,2023-01-12 08:30:00
2023-01-12,8:30am,USD,CPI y/y,High,6.5%,6.5%,7.1%,2023-01-12 08:30:00
2023-01-12,8:30am,USD,Unemployment Claims,Medium,205K,216K,206K,2023-01-12 08:30:00
2023-01-12,10:30am,USD,Natural Gas Storage,Non-economic,11B,-15B,-221B,2023-01-12 10:30:00
2023-01-12,12:00pm,GBP,MPC Member Mann Speaks,Non-economic,,,,2023-01-12 12:00:00
2023-01-12,1:01pm,USD,30-y Bond Auction,Non-economic,3.59|2.5,,3.51|2.2,2023-01-12 13:01:00
2023-01-12,2:00pm,USD,Federal Budget Balance,Non-economic,-85.0B,-59.5B,-248.5B,2023-01-12 14:00:00
2023-01-12,6:50pm,JPY,M2 Money Stock y/y,Non-economic,2.9%,3.2%,3.1%,2023-01-12 18:50:00
2023-01-12,10:18pm,CNY,USD-Denominated Trade Balance,Non-economic,78.0B,77.9B,69.8B,2023-01-12 22:18:00
2023-01-12,10:22pm,CNY,Trade Balance,Non-economic,550B,533B,494B,2023-01-12 22:22:00
2023-01-13,2:00am,GBP,GDP m/m,High,0.1%,-0.2%,0.5%,2023-01-13 02:00:00
2023-01-13,2:00am,GBP,Construction Output m/m,Non-economic,0.0%,-0.3%,0.4%,2023-01-13 02:00:00
2023-01-13,2:00am,GBP,Goods Trade Balance,Non-economic,-15.6B,-14.9B,-12.3B,2023-01-13 02:00:00
2023-01-13,2:00am,GBP,Index of Services 3m/3m,Non-economic,-0.1%,-0.3%,-0.1%,2023-01-13 02:00:00
2023-01-13,2:00am,GBP,Industrial Production m/m,Non-economic,-0.2%,-0.2%,-0.1%,2023-01-13 02:00:00
2023-01-13,2:00am,GBP,Manufacturing Production m/m,Non-economic,-0.5%,-0.2%,0.7%,2023-01-13 02:00:00
2023-01-13,2:45am,EUR,French Final CPI m/m,Non-economic,-0.1%,-0.1%,-0.1%,2023-01-13 02:45:00
2023-01-13,4:00am,EUR,Italian Industrial Production m/m,Non-economic,-0.3%,0.4%,-1.1%,2023-01-13 04:00:00
2023-01-13,5:00am,EUR,Industrial Production m/m,Non-economic,1.0%,0.6%,-1.9%,2023-01-13 05:00:00
2023-01-13,5:00am,EUR,Trade Balance,Non-economic,-15.2B,-21.1B,-28.1B,2023-01-13 05:00:00
2023-01-13,7:01am,GBP,NIESR GDP Estimate,Non-economic,0.1%,,-0.3%,2023-01-13 07:01:00
2023-01-13,8:30am,USD,Import Prices m/m,Non-economic,0.4%,-0.9%,-0.7%,2023-01-13 08:30:00
2023-01-13,10:00am,USD,Prelim UoM Consumer Sentiment,High,64.6,60.8,59.7,2023-01-13 10:00:00
2023-01-13,10:00am,USD,Prelim UoM Inflation Expectations,Medium,4.0%,,4.4%,2023-01-13 10:00:00
2023-01-15,6:50pm,JPY,PPI y/y,Non-economic,10.2%,9.5%,9.7%,2023-01-15 18:50:00
2023-01-15,7:01pm,GBP,Rightmove HPI m/m,Non-economic,0.9%,,-2.1%,2023-01-15 19:01:00
2023-01-15,7:02pm,AUD,MI Inflation Gauge m/m,Non-economic,0.2%,,1.0%,2023-01-15 19:02:00
2023-01-15,8:30pm,CNY,New Home Prices m/m,Non-economic,-0.25%,,-0.25%,2023-01-15 20:30:00
2023-01-16,1:00am,JPY,Prelim Machine Tool Orders y/y,Non-economic,1.0%,,-7.7%,2023-01-16 01:00:00
2023-01-16,2:00am,EUR,German WPI m/m,Non-economic,-1.6%,-0.3%,-0.9%,2023-01-16 02:00:00
2023-01-16,Day 1,All,WEF Annual Meetings,Medium,,,,2023-01-16 00:00:00
2023-01-16,5:05am,EUR,French Gov Budget Balance,Non-economic,-159.3B,,-143.2B,2023-01-16 05:05:00
2023-01-16,All Day,EUR,Eurogroup Meetings,Non-economic,,,,2023-01-16 00:00:00
2023-01-16,All Day,USD,Bank Holiday,Low,,,,2023-01-16 00:00:00
2023-01-16,8:30am,CAD,Manufacturing Sales m/m,Non-economic,0.0%,0.4%,2.4%,2023-01-16 08:30:00
2023-01-16,10:00am,GBP,BOE Gov Bailey Speaks,High,,,,2023-01-16 10:00:00
2023-01-16,10:30am,CAD,BOC Business Outlook Survey,Medium,,,,2023-01-16 10:30:00
2023-01-16,4:00pm,NZD,NZIER Business Confidence,Non-economic,-70,,-42,2023-01-16 16:00:00
2023-01-16,6:20pm,AUD,Westpac Consumer Sentiment,Non-economic,5.0%,,3.0%,2023-01-16 18:20:00
2023-01-16,9:00pm,CNY,GDP q/y,High,2.9%,1.6%,3.9%,2023-01-16 21:00:00
2023-01-16,9:00pm,CNY,Fixed Asset Investment ytd/y,Non-economic,5.1%,5.0%,5.3%,2023-01-16 21:00:00
2023-01-16,9:00pm,CNY,Industrial Production y/y,Non-economic,1.3%,0.2%,2.2%,2023-01-16 21:00:00
2023-01-16,9:00pm,CNY,NBS Press Conference,Non-economic,,,,2023-01-16 21:00:00
2023-01-16,9:00pm,CNY,Retail Sales y/y,Non-economic,-1.8%,-9.5%,-5.9%,2023-01-16 21:00:00
2023-01-16,9:00pm,CNY,Unemployment Rate,Non-economic,5.5%,5.8%,5.7%,2023-01-16 21:00:00
2023-01-16,11:30pm,JPY,Tertiary Industry Activity m/m,Non-economic,-0.2%,0.2%,0.5%,2023-01-16 23:30:00
2023-01-17,2:00am,EUR,German Final CPI m/m,Non-economic,-0.8%,-0.8%,-0.8%,2023-01-17 02:00:00
2023-01-17,2:00am,GBP,Claimant Count Change,High,19.7K,19.8K,16.1K,2023-01-17 02:00:00
2023-01-17,2:00am,GBP,Average Earnings Index 3m/y,Medium,6.4%,6.2%,6.2%,2023-01-17 02:00:00
2023-01-17,2:00am,GBP,Unemployment Rate,Non-economic,3.7%,3.7%,3.7%,2023-01-17 02:00:00
2023-01-17,Day 2,All,WEF Annual Meetings,Medium,,,,2023-01-17 00:00:00
2023-01-17,5:00am,EUR,German ZEW Economic Sentiment,Medium,16.9,-15.0,-23.3,2023-01-17 05:00:00
2023-01-17,5:00am,EUR,ZEW Economic Sentiment,Non-economic,16.7,-14.3,-23.6,2023-01-17 05:00:00
2023-01-17,All Day,EUR,ECOFIN Meetings,Non-economic,,,,2023-01-17 00:00:00
2023-01-17,8:13am,CAD,Housing Starts,Non-economic,249K,257K,263K,2023-01-17 08:13:00
2023-01-17,8:30am,CAD,CPI m/m,High,-0.6%,-0.6%,0.1%,2023-01-17 08:30:00
2023-01-17,8:30am,CAD,Median CPI y/y,High,5.0%,4.9%,5.1%,2023-01-17 08:30:00
2023-01-17,8:30am,CAD,Trimmed CPI y/y,High,5.3%,5.2%,5.4%,2023-01-17 08:30:00
2023-01-17,8:30am,CAD,Foreign Securities Purchases,Non-economic,12.76B,2.73B,9.09B,2023-01-17 08:30:00
2023-01-17,8:30am,USD,Empire State Manufacturing Index,High,-32.9,-8.7,-11.2,2023-01-17 08:30:00
2023-01-17,8:32am,CAD,Common CPI y/y,Medium,6.6%,6.6%,6.8%,2023-01-17 08:32:00
2023-01-17,8:32am,CAD,Core CPI m/m,Non-economic,-0.3%,,0.0%,2023-01-17 08:32:00
2023-01-17,9:39am,NZD,GDT Price Index,Non-economic,-0.1%,,-2.8%,2023-01-17 09:39:00
2023-01-17,3:00pm,USD,FOMC Member Williams Speaks,Non-economic,,,,2023-01-17 15:00:00
2023-01-17,6:50pm,JPY,Core Machinery Orders m/m,Non-economic,-8.3%,-1.3%,5.4%,2023-01-17 18:50:00
2023-01-17,9:04pm,CNY,Foreign Direct Investment ytd/y,Non-economic,6.3%,,9.9%,2023-01-17 21:04:00
2023-01-17,9:40pm,JPY,BOJ Outlook Report,High,,,,2023-01-17 21:40:00
2023-01-17,9:40pm,JPY,Monetary Policy Statement,High,,,,2023-01-17 21:40:00
2023-01-17,9:40pm,JPY,BOJ Policy Rate,Non-economic,-0.10%,-0.10%,-0.10%,2023-01-17 21:40:00
2023-01-17,11:30pm,JPY,Revised Industrial Production m/m,Non-economic,0.2%,-0.1%,-0.1%,2023-01-17 23:30:00
2023-01-18,1:30am,JPY,BOJ Press Conference,High,,,,2023-01-18 01:30:00
2023-01-18,2:00am,GBP,CPI y/y,High,10.5%,10.5%,10.7%,2023-01-18 02:00:00
2023-01-18,2:00am,GBP,Core CPI y/y,Non-economic,6.3%,6.2%,6.3%,2023-01-18 02:00:00
2023-01-18,2:00am,GBP,RPI y/y,Non-economic,13.4%,13.6%,14.0%,2023-01-18 02:00:00
2023-01-18,4:00am,EUR,Italian Trade Balance,Non-economic,1.45B,-1.80B,-2.06B,2023-01-18 04:00:00
2023-01-18,Day 3,All,WEF Annual Meetings,Medium,,,,2023-01-18 00:00:00
2023-01-18,4:30am,GBP,Housing Equity Withdrawal q/q,Non-economic,-5.8B,-7.9B,-6.1B,2023-01-18 04:30:00
2023-01-18,4:30am,GBP,HPI y/y,Non-economic,10.3%,10.4%,12.4%,2023-01-18 04:30:00
2023-01-18,5:00am,EUR,Final Core CPI y/y,Non-economic,5.2%,5.2%,5.2%,2023-01-18 05:00:00
2023-01-18,5:00am,EUR,Final CPI y/y,Non-economic,9.2%,9.2%,9.2%,2023-01-18 05:00:00
2023-01-18,5:39am,EUR,German 30-y Bond Auction,Non-economic,2.05|1.5,,1.94|1.8,2023-01-18 05:39:00
2023-01-18,8:30am,CAD,IPPI m/m,Non-economic,-1.1%,0.7%,-0.4%,2023-01-18 08:30:00
2023-01-18,8:30am,CAD,RMPI m/m,Non-economic,-3.1%,-0.9%,-0.8%,2023-01-18 08:30:00
2023-01-18,8:30am,USD,Core PPI m/m,High,0.1%,0.1%,0.2%,2023-01-18 08:30:00
2023-01-18,8:30am,USD,Core Retail Sales m/m,High,-1.1%,-0.5%,-0.6%,2023-01-18 08:30:00
2023-01-18,8:30am,USD,PPI m/m,High,-0.5%,-0.1%,0.2%,2023-01-18 08:30:00
2023-01-18,8:30am,USD,Retail Sales m/m,High,-1.1%,-0.8%,-1.0%,2023-01-18 08:30:00
2023-01-18,9:15am,USD,Capacity Utilization Rate,Non-economic,78.8%,79.6%,79.4%,2023-01-18 09:15:00
2023-01-18,9:15am,USD,Industrial Production m/m,Non-economic,-0.7%,-0.1%,-0.6%,2023-01-18 09:15:00
2023-01-18,9:30am,GBP,CB Leading Index m/m,Non-economic,-0.6%,,-0.9%,2023-01-18 09:30:00
2023-01-18,10:00am,USD,Business Inventories m/m,Non-economic,0.4%,0.4%,0.2%,2023-01-18 10:00:00
2023-01-18,10:00am,USD,NAHB Housing Market Index,Non-economic,35,31,31,2023-01-18 10:00:00
2023-01-18,2:00pm,USD,Beige Book,Non-economic,,,,2023-01-18 14:00:00
2023-01-18,3:15pm,USD,FOMC Member Harker Speaks,Non-economic,,,,2023-01-18 15:15:00
2023-01-18,4:00pm,USD,TIC Long-Term Purchases,Non-economic,171.5B,127.9B,67.8B,2023-01-18 16:00:00
2023-01-18,4:30pm,USD,API Weekly Statistical Bulletin,Non-economic,,,,2023-01-18 16:30:00
2023-01-18,4:45pm,NZD,FPI m/m,Non-economic,1.1%,,0.0%,2023-01-18 16:45:00
2023-01-18,5:00pm,USD,FOMC Member Logan Speaks,Non-economic,,,,2023-01-18 17:00:00
2023-01-18,6:50pm,JPY,Trade Balance,Non-economic,-1.72T,-1.60T,-1.78T,2023-01-18 18:50:00
2023-01-18,7:00pm,AUD,MI Inflation Expectations,Non-economic,5.6%,,5.2%,2023-01-18 19:00:00
2023-01-18,7:01pm,GBP,RICS House Price Balance,Non-economic,-42%,-30%,-26%,2023-01-18 19:01:00
2023-01-18,7:30pm,AUD,Employment Change,Medium,-14.6K,26.5K,58.3K,2023-01-18 19:30:00
2023-01-18,7:30pm,AUD,Unemployment Rate,Medium,3.5%,3.4%,3.5%,2023-01-18 19:30:00
2023-01-19,2:30am,CHF,PPI m/m,Non-economic,-0.7%,-0.4%,-0.5%,2023-01-19 02:30:00
2023-01-19,4:00am,EUR,Current Account,Non-economic,13.6B,-11.6B,-0.5B,2023-01-19 04:00:00
2023-01-19,Day 4,All,WEF Annual Meetings,Medium,,,,2023-01-19 00:00:00
2023-01-19,4:30am,GBP,BOE Credit Conditions Survey,Non-economic,,,,2023-01-19 04:30:00
2023-01-19,5:30am,EUR,ECB President Lagarde Speaks,Medium,,,,2023-01-19 05:30:00
2023-01-19,7:30am,EUR,ECB Monetary Policy Meeting Accounts,Non-economic,,,,2023-01-19 07:30:00
2023-01-19,8:30am,CAD,Wholesale Sales m/m,Non-economic,0.5%,2.0%,1.9%,2023-01-19 08:30:00
2023-01-19,8:30am,USD,Philly Fed Manufacturing Index,Medium,-8.9,-10.9,-13.8,2023-01-19 08:30:00
2023-01-19,8:30am,USD,Unemployment Claims,Medium,190K,214K,205K,2023-01-19 08:30:00
2023-01-19,8:30am,USD,Building Permits,Non-economic,1.33M,1.37M,1.35M,2023-01-19 08:30:00
