Date,Time,Currency,Event,Impact,Actual,Forecast,Previous,Combined DateTime
2021-01-08,4:02pm,CHF,Foreign Currency Reserves,Non-economic,891B,,877B,2021-01-08 16:02:00
2021-01-08,4:30pm,GBP,Halifax HPI m/m,Non-economic,0.2%,1.0%,1.0%,2021-01-08 16:30:00
2021-01-08,6:00pm,EUR,Italian Monthly Unemployment Rate,Non-economic,8.9%,10.0%,9.5%,2021-01-08 18:00:00
2021-01-08,6:00pm,EUR,Unemployment Rate,Non-economic,8.3%,8.5%,8.4%,2021-01-08 18:00:00
2021-01-08,9:30pm,CAD,Employment Change,High,-62.6K,-32.5K,62.1K,2021-01-08 21:30:00
2021-01-08,9:30pm,CAD,Unemployment Rate,High,8.6%,8.7%,8.5%,2021-01-08 21:30:00
2021-01-08,9:30pm,USD,Average Hourly Earnings m/m,High,0.8%,0.2%,0.3%,2021-01-08 21:30:00
2021-01-08,9:30pm,USD,Non-Farm Employment Change,High,-140K,60K,336K,2021-01-08 21:30:00
2021-01-08,9:30pm,USD,Unemployment Rate,High,6.7%,6.8%,6.7%,2021-01-08 21:30:00
2021-01-08,11:00pm,USD,Final Wholesale Inventories m/m,Non-economic,0.0%,-0.1%,-0.1%,2021-01-08 23:00:00
2021-01-09,12:00am,USD,FOMC Member Clarida Speaks,Non-economic,,,,2021-01-09 00:00:00
2021-01-09,4:00am,USD,Consumer Credit m/m,Non-economic,15.3B,9.0B,4.5B,2021-01-09 04:00:00
2021-01-11,8:00am,AUD,MI Inflation Gauge m/m,Non-economic,0.5%,,0.3%,2021-01-11 08:00:00
2021-01-11,All Day,JPY,Bank Holiday,Low,,,,2021-01-11 00:00:00
2021-01-11,9:30am,CNY,CPI y/y,Non-economic,0.2%,0.0%,-0.5%,2021-01-11 09:30:00
2021-01-11,9:30am,CNY,PPI y/y,Non-economic,-0.4%,-0.7%,-1.5%,2021-01-11 09:30:00
2021-01-11,5:30pm,EUR,Sentix Investor Confidence,Non-economic,1.3,2.0,-2.7,2021-01-11 17:30:00
2021-01-11,10:00pm,GBP,MPC Member Tenreyro Speaks,Non-economic,,,,2021-01-11 22:00:00
2021-01-11,11:30pm,CAD,BOC Business Outlook Survey,Medium,,,,2021-01-11 23:30:00
2021-01-12,1:00am,USD,FOMC Member Bostic Speaks,Non-economic,,,,2021-01-12 01:00:00
2021-01-12,7:50am,JPY,Bank Lending y/y,Non-economic,6.2%,6.5%,6.2%,2021-01-12 07:50:00
2021-01-12,7:50am,JPY,Current Account,Non-economic,2.34T,2.00T,1.98T,2021-01-12 07:50:00
2021-01-12,8:01am,GBP,BRC Retail Sales Monitor y/y,Non-economic,4.8%,5.9%,7.7%,2021-01-12 08:01:00
2021-01-12,1:00pm,JPY,Economy Watchers Sentiment,Non-economic,35.5,36.9,45.6,2021-01-12 13:00:00
2021-01-12,5:00pm,EUR,Italian Retail Sales m/m,Non-economic,-6.9%,-4.5%,0.5%,2021-01-12 17:00:00
2021-01-12,6:00pm,GBP,MPC Member Broadbent Speaks,Medium,,,,2021-01-12 18:00:00
2021-01-12,7:00pm,USD,NFIB Small Business Index,Non-economic,95.9,100.1,101.4,2021-01-12 19:00:00
2021-01-12,7:01pm,CNY,M2 Money Supply y/y,Non-economic,10.1%,10.7%,10.7%,2021-01-12 19:01:00
2021-01-12,7:01pm,CNY,New Loans,Non-economic,1260B,1250B,1430B,2021-01-12 19:01:00
2021-01-12,10:35pm,USD,FOMC Member Brainard Speaks,Non-economic,,,,2021-01-12 22:35:00
2021-01-12,11:00pm,USD,JOLTS Job Openings,Non-economic,6.53M,6.42M,6.63M,2021-01-12 23:00:00
2021-01-12,11:02pm,USD,RCM/TIPP Economic Optimism,Non-economic,50.1,50.1,49.0,2021-01-12 23:02:00
2021-01-13,2:01am,USD,10-y Bond Auction,Non-economic,1.16|2.5,,0.95|2.3,2021-01-13 02:01:00
2021-01-13,7:50am,JPY,M2 Money Stock y/y,Non-economic,9.2%,9.2%,9.1%,2021-01-13 07:50:00
2021-01-13,8:00am,NZD,ANZ Commodity Prices m/m,Non-economic,1.8%,,0.9%,2021-01-13 08:00:00
2021-01-13,9:30am,CNY,New Home Prices m/m,Non-economic,0.12%,,0.12%,2021-01-13 09:30:00
2021-01-13,1:58pm,JPY,Prelim Machine Tool Orders y/y,Non-economic,8.7%,,8.6%,2021-01-13 13:58:00
2021-01-13,3:00pm,EUR,German WPI m/m,Non-economic,0.6%,0.1%,0.1%,2021-01-13 15:00:00
2021-01-13,5:00pm,EUR,ECB President Lagarde Speaks,Medium,,,,2021-01-13 17:00:00
2021-01-13,5:00pm,EUR,Italian Industrial Production m/m,Non-economic,-1.4%,-0.4%,1.4%,2021-01-13 17:00:00
2021-01-13,6:00pm,EUR,Industrial Production m/m,Non-economic,2.5%,0.2%,2.3%,2021-01-13 18:00:00
2021-01-13,9:30pm,USD,CPI y/y,High,1.4%,1.4%,1.2%,2021-01-13 21:30:00
2021-01-13,9:30pm,USD,Core CPI m/m,Medium,0.1%,0.1%,0.2%,2021-01-13 21:30:00
2021-01-13,9:30pm,USD,CPI m/m,Medium,0.4%,0.4%,0.2%,2021-01-13 21:30:00
2021-01-13,11:30pm,USD,Crude Oil Inventories,Non-economic,-3.2M,-3.2M,-8.0M,2021-01-13 23:30:00
2021-01-14,2:00am,USD,FOMC Member Brainard Speaks,Non-economic,,,,2021-01-14 02:00:00
2021-01-14,2:01am,USD,30-y Bond Auction,Non-economic,1.83|2.5,,1.67|2.5,2021-01-14 02:01:00
2021-01-14,3:00am,USD,Beige Book,Non-economic,,,,2021-01-14 03:00:00
2021-01-14,3:00am,USD,Federal Budget Balance,Non-economic,-143.6B,-144.5B,-145.3B,2021-01-14 03:00:00
2021-01-14,4:00am,USD,FOMC Member Clarida Speaks,Non-economic,,,,2021-01-14 04:00:00
2021-01-14,5:45am,NZD,Building Consents m/m,Non-economic,1.2%,,8.9%,2021-01-14 05:45:00
2021-01-14,7:50am,JPY,Core Machinery Orders m/m,Non-economic,1.5%,-6.4%,17.1%,2021-01-14 07:50:00
2021-01-14,7:50am,JPY,PPI y/y,Non-economic,-2.0%,-2.2%,-2.3%,2021-01-14 07:50:00
2021-01-14,8:01am,GBP,RICS House Price Balance,Non-economic,65%,61%,66%,2021-01-14 08:01:00
2021-01-14,10:09am,CNY,USD-Denominated Trade Balance,Non-economic,78.2B,72.0B,75.4B,2021-01-14 10:09:00
2021-01-14,10:10am,CNY,Trade Balance,Non-economic,517B,466B,507B,2021-01-14 10:10:00
2021-01-14,8:30pm,EUR,ECB Monetary Policy Meeting Accounts,Non-economic,,,,2021-01-14 20:30:00
2021-01-14,9:30pm,USD,Import Prices m/m,Non-economic,0.9%,0.7%,0.2%,2021-01-14 21:30:00
2021-01-14,9:30pm,USD,Unemployment Claims,Non-economic,965K,785K,784K,2021-01-14 21:30:00
2021-01-14,10:30pm,GBP,CB Leading Index m/m,Non-economic,-2.1%,,-1.7%,2021-01-14 22:30:00
2021-01-14,11:30pm,USD,Natural Gas Storage,Non-economic,-134B,-129B,-130B,2021-01-14 23:30:00
2021-01-15,1:30am,USD,Fed Chair Powell Speaks,High,,,,2021-01-15 01:30:00
2021-01-15,5:45am,NZD,FPI m/m,Non-economic,0.1%,,-0.9%,2021-01-15 05:45:00
2021-01-15,8:15am,USD,President Biden Speaks,High,,,,2021-01-15 08:15:00
2021-01-15,12:30pm,JPY,Tertiary Industry Activity m/m,Non-economic,-0.7%,0.3%,1.6%,2021-01-15 12:30:00
2021-01-15,3:00pm,GBP,Construction Output m/m,Non-economic,1.9%,0.8%,1.5%,2021-01-15 15:00:00
2021-01-15,3:00pm,GBP,GDP m/m,Non-economic,-2.6%,-4.6%,0.6%,2021-01-15 15:00:00
2021-01-15,3:00pm,GBP,Goods Trade Balance,Non-economic,-16.0B,-11.1B,-13.3B,2021-01-15 15:00:00
2021-01-15,3:00pm,GBP,Index of Services 3m/3m,Non-economic,3.7%,2.5%,10.0%,2021-01-15 15:00:00
2021-01-15,3:00pm,GBP,Industrial Production m/m,Non-economic,-0.1%,0.5%,1.1%,2021-01-15 15:00:00
2021-01-15,3:00pm,GBP,Manufacturing Production m/m,Non-economic,0.7%,1.0%,1.6%,2021-01-15 15:00:00
2021-01-15,3:45pm,EUR,French Final CPI m/m,Non-economic,0.2%,0.2%,0.2%,2021-01-15 15:45:00
2021-01-15,3:45pm,EUR,French Gov Budget Balance,Non-economic,-176.8B,,-159.9B,2021-01-15 15:45:00
2021-01-15,6:00pm,EUR,Trade Balance,Non-economic,25.1B,22.3B,25.2B,2021-01-15 18:00:00
2021-01-15,9:06pm,GBP,NIESR GDP Estimate,Non-economic,0.9%,,4.1%,2021-01-15 21:06:00
2021-01-15,9:30pm,USD,Core Retail Sales m/m,High,-1.4%,-0.1%,-1.3%,2021-01-15 21:30:00
2021-01-15,9:30pm,USD,Retail Sales m/m,High,-0.7%,0.0%,-1.4%,2021-01-15 21:30:00
2021-01-15,9:30pm,USD,Core PPI m/m,Non-economic,0.1%,0.1%,0.1%,2021-01-15 21:30:00
2021-01-15,9:30pm,USD,Empire State Manufacturing Index,Non-economic,3.5,5.7,4.9,2021-01-15 21:30:00
2021-01-15,9:30pm,USD,PPI m/m,Non-economic,0.3%,0.4%,0.1%,2021-01-15 21:30:00
2021-01-15,10:15pm,USD,Capacity Utilization Rate,Non-economic,74.5%,73.4%,73.4%,2021-01-15 22:15:00
2021-01-15,10:15pm,USD,Industrial Production m/m,Non-economic,1.6%,0.5%,0.5%,2021-01-15 22:15:00
2021-01-15,11:00pm,USD,Business Inventories m/m,Non-economic,0.5%,0.5%,0.8%,2021-01-15 23:00:00
2021-01-15,11:00pm,USD,Prelim UoM Consumer Sentiment,Non-economic,79.2,79.5,80.7,2021-01-15 23:00:00
2021-01-15,11:00pm,USD,Prelim UoM Inflation Expectations,Non-economic,3.0%,,2.5%,2021-01-15 23:00:00
2021-01-18,8:01am,GBP,Rightmove HPI m/m,Non-economic,-0.9%,,-0.6%,2021-01-18 08:01:00
2021-01-18,10:00am,CNY,GDP q/y,High,6.5%,6.2%,4.9%,2021-01-18 10:00:00
2021-01-18,10:00am,CNY,Fixed Asset Investment ytd/y,Non-economic,2.9%,3.3%,2.6%,2021-01-18 10:00:00
2021-01-18,10:00am,CNY,Industrial Production y/y,Non-economic,7.3%,6.9%,7.0%,2021-01-18 10:00:00
2021-01-18,10:00am,CNY,NBS Press Conference,Non-economic,,,,2021-01-18 10:00:00
2021-01-18,10:00am,CNY,Retail Sales y/y,Non-economic,4.6%,5.5%,5.0%,2021-01-18 10:00:00
2021-01-18,10:00am,CNY,Unemployment Rate,Non-economic,5.2%,5.2%,5.2%,2021-01-18 10:00:00
2021-01-18,12:30pm,JPY,Revised Industrial Production m/m,Non-economic,-0.5%,0.0%,0.0%,2021-01-18 12:30:00
2021-01-18,All Day,EUR,Eurogroup Meetings,Non-economic,,,,2021-01-18 00:00:00
2021-01-18,7:00pm,EUR,German Buba Monthly Report,Non-economic,,,,2021-01-18 19:00:00
2021-01-18,All Day,USD,Bank Holiday,Low,,,,2021-01-18 00:00:00
2021-01-18,9:14pm,CAD,Housing Starts,Non-economic,228K,230K,261K,2021-01-18 21:14:00
2021-01-18,9:30pm,CAD,Foreign Securities Purchases,Non-economic,11.78B,5.05B,6.93B,2021-01-18 21:30:00
2021-01-18,9:30pm,GBP,BOE Gov Bailey Speaks,Medium,,,,2021-01-18 21:30:00
2021-01-19,5:06am,NZD,NZIER Business Confidence,Non-economic,-6,,-40,2021-01-19 05:06:00
2021-01-19,3:00pm,EUR,German Final CPI m/m,Non-economic,0.5%,0.5%,0.5%,2021-01-19 15:00:00
2021-01-19,3:30pm,CHF,PPI m/m,Non-economic,0.5%,0.1%,-0.1%,2021-01-19 15:30:00
2021-01-19,5:00pm,EUR,Current Account,Non-economic,24.6B,28.2B,25.6B,2021-01-19 17:00:00
2021-01-19,5:00pm,EUR,Italian Trade Balance,Non-economic,6.77B,6.23B,7.58B,2021-01-19 17:00:00
2021-01-19,All Day,EUR,ECOFIN Meetings,Non-economic,,,,2021-01-19 00:00:00
2021-01-19,6:00pm,EUR,ZEW Economic Sentiment,Non-economic,58.3,54.1,54.4,2021-01-19 18:00:00
2021-01-19,6:00pm,EUR,German ZEW Economic Sentiment,Non-economic,61.8,55.1,55.0,2021-01-19 18:00:00
2021-01-19,9:30pm,CAD,Manufacturing Sales m/m,Non-economic,-0.6%,-0.2%,0.2%,2021-01-19 21:30:00
2021-01-19,9:30pm,CAD,Wholesale Sales m/m,Non-economic,0.7%,0.9%,1.3%,2021-01-19 21:30:00
2021-01-19,11:05pm,NZD,GDT Price Index,Non-economic,4.8%,,3.9%,2021-01-19 23:05:00
2021-01-20,2:00am,GBP,MPC Member Haldane Speaks,Non-economic,,,,2021-01-20 02:00:00
2021-01-20,5:00am,USD,TIC Long-Term Purchases,Non-economic,149.2B,45.4B,51.9B,2021-01-20 05:00:00
2021-01-20,7:23am,AUD,Westpac Consumer Sentiment,Non-economic,-4.5%,,4.1%,2021-01-20 07:23:00
2021-01-20,9:05am,CNY,Foreign Direct Investment ytd/y,Non-economic,6.2%,,6.3%,2021-01-20 09:05:00
2021-01-20,9:30am,CNY,1-y Loan Prime Rate,Medium,3.85%,3.85%,3.85%,2021-01-20 09:30:00
2021-01-20,9:30am,CNY,5-y Loan Prime Rate,Medium,4.65%,4.65%,4.65%,2021-01-20 09:30:00
2021-01-20,3:00pm,EUR,German PPI m/m,Non-economic,0.8%,0.3%,0.2%,2021-01-20 15:00:00
2021-01-20,3:00pm,GBP,Core CPI y/y,Non-economic,1.4%,1.3%,1.1%,2021-01-20 15:00:00
2021-01-20,3:00pm,GBP,CPI y/y,Non-economic,0.6%,0.5%,0.3%,2021-01-20 15:00:00
2021-01-20,3:00pm,GBP,PPI Input m/m,Non-economic,0.8%,0.8%,0.4%,2021-01-20 15:00:00
2021-01-20,3:00pm,GBP,PPI Output m/m,Non-economic,0.3%,0.2%,0.3%,2021-01-20 15:00:00
2021-01-20,3:00pm,GBP,RPI y/y,Non-economic,1.2%,1.2%,0.9%,2021-01-20 15:00:00
2021-01-20,5:30pm,GBP,HPI y/y,Non-economic,7.6%,5.5%,5.9%,2021-01-20 17:30:00
2021-01-20,6:00pm,EUR,Final Core CPI y/y,Non-economic,0.2%,0.2%,0.2%,2021-01-20 18:00:00
2021-01-20,6:00pm,EUR,Final CPI y/y,Non-economic,-0.3%,-0.3%,-0.3%,2021-01-20 18:00:00
2021-01-20,6:34pm,EUR,German 30-y Bond Auction,Non-economic,-0.13|1.4,,-0.06|1.6,2021-01-20 18:34:00
2021-01-20,9:30pm,CAD,CPI m/m,Medium,-0.2%,0.1%,0.1%,2021-01-20 21:30:00
2021-01-20,9:30pm,CAD,Common CPI y/y,Non-economic,1.3%,1.5%,1.5%,2021-01-20 21:30:00
2021-01-20,9:30pm,CAD,Median CPI y/y,Non-economic,1.8%,1.9%,1.8%,2021-01-20 21:30:00
2021-01-20,9:30pm,CAD,Trimmed CPI y/y,Non-economic,1.6%,1.7%,1.7%,2021-01-20 21:30:00
2021-01-20,9:32pm,CAD,Core CPI m/m,Non-economic,-0.4%,,0.2%,2021-01-20 21:32:00
2021-01-20,11:00pm,CAD,BOC Monetary Policy Report,High,,,,2021-01-20 23:00:00
2021-01-20,11:00pm,CAD,BOC Rate Statement,High,,,,2021-01-20 23:00:00
2021-01-20,11:00pm,CAD,Overnight Rate,Medium,0.25%,0.25%,0.25%,2021-01-20 23:00:00
2021-01-20,11:00pm,USD,NAHB Housing Market Index,Non-economic,83,86,86,2021-01-20 23:00:00
2021-01-20,11:30pm,AUD,CB Leading Index m/m,Non-economic,0.8%,,0.9%,2021-01-20 23:30:00
2021-01-21,12:00am,CAD,BOC Press Conference,High,,,,2021-01-21 00:00:00
2021-01-21,12:52am,USD,President Biden Speaks,High,,,,2021-01-21 00:52:00
2021-01-21,1:00am,GBP,BOE Gov Bailey Speaks,High,,,,2021-01-21 01:00:00
2021-01-21,5:45am,NZD,Visitor Arrivals m/m,Non-economic,0.8%,,-8.1%,2021-01-21 05:45:00
2021-01-21,7:50am,JPY,Trade Balance,Non-economic,0.48T,0.70T,0.55T,2021-01-21 07:50:00
2021-01-21,8:00am,AUD,MI Inflation Expectations,Non-economic,3.4%,,3.5%,2021-01-21 08:00:00
2021-01-21,8:30am,AUD,Employment Change,High,50.0K,50.0K,90.0K,2021-01-21 08:30:00
